index,style,score_pct,score5_pct,score8_pct,preview
61,Normal,0.0,0.0,0.0,"To summarize multivariate patterns of genetic diversity among the 107 cowpea genotypes, principal component analysis (PCA) was performed using twelve morphological, phenological, s"
62,Normal (Web),0.0,0.0,0.0,"The contribution of individual traits to each principal component revealed that PC1 was mainly associated with number of pods per plant (NPPP), number of branches (NB), grain yield"
63,isselectedend,0.0,0.0,0.0,"PC3 was mainly associated with days to 50 per cent flowering (DFF) and number of seeds per pod (NSPP), indicating that flowering behaviour and seed-bearing ability contributed to a"
64,isselectedend,0.0,0.0,0.0,That yield-related and seed morphological traits dominate multivariate axes of cowpea variation has been established in earlier PCA-based diversity studies. Gerrano et al. (2011) d
65,Normal (Web),0.0,0.0,0.0,"The PCA scatter plot showed a wide distribution of the genotypes across different quadrants, further supporting the presence of considerable diversity in the material. Genotypes po"
66,Normal (Web),0.0,0.0,0.0,"However, the PCA position of a genotype should be considered along with its actual trait performance rather than being used alone for selecting parents. Genotypes combining desirab"
67,Normal,0.0,0.0,0.0,4.2 To study the genetic divergence and associationship between grain yield and its attributing quantitative traits.
68,Normal,0.0,0.0,0.0,"Genetic divergence among the 107 cowpea genotypes was quantified through Mahalanobis D² statistics. Genotypes were allocated to discrete clusters, and mean intra-cluster as well as"
69,Normal,0.0,0.0,0.0,4.2.1. Clustering pattern of cowpea genotypes
70,Normal,0.0,0.0,0.0,4.2.2. Intra and inter-cluster distances
71,Normal,0.0,0.0,0.0,4.2.3. Phenotypic correlation coefficient for seed yield and its attributing traits
72,Normal,0.0,0.0,0.0,4.2.4. Path coefficient analysis for seed yield and yield attributing traits
73,Normal,0.0,0.0,0.0,4.2.1. Genetic diversity for seed yield and its attributing traits
74,Normal,0.0,0.0,0.0,Mahalanobis D² analysis partitioned the 107 cowpea genotypes into five distinct clusters based on generalized squared distances; cluster membership is detailed in Table 8 (Fig. 7).
75,Normal,0.0,0.0,0.0,"The concentration of nearly 86 genotypes in Clusters II and III suggests that many accessions share similar multivariate trait profiles, whereas the smaller clusters harbour geneti"
76,Normal,0.0,0.0,0.0,4.2.2. Intra and inter-cluster distances.
77,isselectedend,0.0,0.0,0.0,"Mean intra- and inter-cluster Mahalanobis D² distances are tabulated in Table 9 (Fig. 8). Intra-cluster values were uniformly lower than inter-cluster values, confirming greater ho"
78,Normal (Web),0.0,0.0,0.0,"Among the inter-cluster distances, the maximum distance was observed between Cluster I and Cluster IV (9.354), indicating the greatest divergence between these two groups. The mini"
79,Normal,0.0,0.0,0.0,"Substantial inter-cluster divergence observed here aligns with reports by Praveena et al. (2019), Walle et al. (2019), Purohit et al. (2020), and Oo et al. (2020), who also documen"
80,Default,0.0,0.0,0.0,4.2.3. Cluster means for different characters
81,Normal (Web),0.0,0.0,0.0,"The cluster mean values for twelve quantitative characters revealed considerable variation among the five clusters presented in Table 10, indicating the presence of diversity for t"
82,Normal (Web),0.0,0.0,0.0,"Plant height showed substantial variation among the clusters, with the highest mean value of 77.06 cm in cluster V and the lowest value of 57.86 cm in cluster IV. The number of bra"
83,Normal (Web),0.0,0.0,0.0,"Considerable differences were also noticed for seed weight, which ranged from 8.67 in cluster II to 12.82 in cluster V. Pod length was maximum in cluster II (16.17 cm), while clust"
84,Normal (Web),0.0,0.0,0.0,"Marked variation was observed among the clusters for grain yield per hectare. Cluster V recorded the highest mean grain yield per hectare (1645.79 kg/ha), followed by cluster III ("
85,Normal (Web),0.0,0.0,0.0,4.2.4. Relative contribution of characters towards genetic divergence
86,Normal (Web),0.0,0.0,0.0,The relative contribution of different quantitative characters towards genetic divergence showed that the traits differed considerably in their contribution to the total diversity 
87,Normal (Web),0.0,0.0,0.0,"Plant height accounted for 7.32 per cent of the total divergence, while seed breadth and seed length contributed 6.83 and 6.36 per cent, respectively. Moderate contributions were o"
88,Normal (Web),0.0,0.0,0.0,"The first five major contributing characters, namely seed thickness, number of seeds per pod, grain yield per plant, days to maturity and number of branches, together accounted for"
89,Normal (Web),0.0,0.0,0.0,"Cluster V showed superior performance for grain yield, seed weight and number of seeds per pod, whereas Cluster I showed higher seed dimensions. Therefore, genotypes possessing des"
90,Normal,0.0,0.0,0.0,4.2.5. Phenotypic correlation coefficient for seed yield and its attributing traits
91,Normal,0.0,0.0,0.0,"Phenotypic correlation coefficients quantify both the strength and direction of linear associations between component traits and grain yield, thereby highlighting characters that m"
92,Normal,0.0,0.0,0.0,Table 12 (Fig. 10) presents phenotypic correlation coefficients between grain yield per hectare and eleven yield-attributing characters evaluated across 107 cowpea genotypes.
93,Normal,0.0,0.0,0.0,4.2.5.1. Days to 50 per cent flowering
94,Normal,0.0,0.0,0.0,"Days to 50 per cent flowering exhibited positive but non-significant phenotypic associations with plant height (0.116), seed breadth (0.082), seed thickness (0.058), seed weight (0"
95,Normal,0.0,0.0,0.0,"The negative association with number of pods per plant suggests that genotypes flowering relatively early tended—though not significantly—to produce more pods, possibly because ext"
96,Normal,0.0,0.0,0.0,"These results contrast with Nagalakshmi et al. (2020), who reported a significant positive correlation between days to 50 per cent flowering and seed yield (0.19) together with a p"
97,Normal,0.0,0.0,0.0,4.2.5.2. Days to physiological maturity
98,Normal,0.0,0.0,0.0,"Days to physiological maturity showed positive but non-significant correlations with pod length (0.154), seed thickness (0.110), seed breadth (0.099), and number of pods per plant "
99,Normal,0.0,0.0,0.0,The negative association with grain yield implies that extended maturity duration conferred no yield advantage in the present germplasm. Waghmare et al. (2019) similarly reported n
100,Normal,0.0,0.0,0.0,4.2.5.3. Plant height (cm)
101,Normal,0.0,0.0,0.0,"Plant height correlated significantly and positively with number of branches per plant (0.518). Non-significant positive associations were recorded with pod length (0.088), seed th"
102,Normal,0.0,0.0,0.0,"The present results align with Chaudhary et al. (2020) and Nagalakshmi et al. (2020), who reported positive height–branching relationships in cowpea. Waghmare et al. (2019), by con"
103,Normal,0.0,0.0,0.0,4.2.5.4. Number of branches per plant
104,Normal,0.0,0.0,0.0,"Number of branches per plant showed significant positive correlations with number of pods per plant (0.517), grain yield per hectare (0.417), number of seeds per pod (0.249), and p"
105,Normal,0.0,0.0,0.0,"The significant positive branch–yield association indicates that well-branched genotypes achieved higher grain yields, probably because additional branches provide more inflorescen"
106,Normal,0.0,0.0,0.0,4.2.5.5. Seed length (mm)
107,Normal,0.0,0.0,0.0,Seed length correlated strongly and positively with seed breadth (0.764). Significant positive associations were also recorded with seed thickness (0.305) and number of pods per pl
108,Normal,0.0,0.0,0.0,"The tight positive association among seed length, breadth, and thickness confirms that seed dimensional characters co-vary as an integrated morphological module. The weak negative "
109,Normal,0.0,0.0,0.0,4.2.5.6. Seed breadth (mm)
110,Normal,0.0,0.0,0.0,"Seed breadth showed a significant positive association with seed thickness (0.350). Non-significant positive coefficients were obtained for number of pods per plant (0.082), grain "
111,Normal,0.0,0.0,0.0,The positive breadth–thickness correlation reflects coordinated development of seed lateral and dorso-ventral dimensions. Although seed breadth was positively associated with grain
114,Normal,0.0,0.0,0.0,4.2.5.7. Seed thickness (mm)
115,Normal,0.0,0.0,0.0,"Pod length (0.069) and seed weight (0.010) were positively associated with seed thickness, whereas grain yield per hectare (-0.119), number of seeds per pod (-0.094), and number of"
116,Normal,0.0,0.0,0.0,4.2.5.8. Seed weight (g)
117,Normal,0.0,0.0,0.0,"All subsequent associations with seed weight were positive and non-significant: number of pods per plant (0.137), number of seeds per pod (0.137), grain yield per hectare (0.070), "
118,Normal,0.0,0.0,0.0,4.2.5.9. Pod length (cm)
119,Normal,0.0,0.0,0.0,Pod length correlated significantly and positively with number of pods per plant (0.243). Associations with grain yield per hectare (0.173) and number of seeds per pod (0.075) were
120,Normal,0.0,0.0,0.0,4.2.5.10. Number of pods per plant
121,Normal,0.0,0.0,0.0,"Among all characters examined, grain yield per hectare showed a highly significant positive correlation with number of pods per plant (0.299). Number of seeds per pod was also posi"
122,Normal,0.0,0.0,0.0,"Increased pod number expands the total number of reproductive units per plant and thereby raises the ceiling for grain production. Manggoel et al. (2012), Aliyu et al. (2016), Chau"
123,Normal,0.0,0.0,0.0,4.2.5.11. Number of seeds per pod
124,Normal,0.0,0.0,0.0,The strongest and most significant positive correlation with grain yield per hectare was observed for number of seeds per pod (0.659). Panchta et al. (2020) reported similar NSPP–y
125,Normal,0.0,0.0,0.0,4.2.6. Path coefficient analysis for seed yield and yield attributing traits
126,Normal,0.0,0.0,0.0,Path coefficient analysis disaggregates the observed phenotypic associations between grain yield and its component characters into direct effects on yield and indirect effects tran
129,Normal,0.0,0.0,0.0,4.2.6.1. Days to 50 per cent flowering
130,Normal,0.0,0.0,0.0,Days to 50 per cent flowering exerted a negative direct effect (-0.03196) on grain yield at the phenotypic level. Favourable indirect contributions were mediated through number of 
131,Normal,0.0,0.0,0.0,"The negative direct path indicates that delayed flowering per se depressed grain yield when other traits were held constant. However, the positive indirect effect via NSPP shows th"
132,Normal,0.0,0.0,0.0,4.2.6.2. Days to physiological maturity
133,Normal,0.0,0.0,0.0,"Days to physiological maturity registered a positive but small direct effect on grain yield (0.01360). The largest indirect contribution flowed through seed breadth (0.02444), foll"
134,Normal,0.0,0.0,0.0,The low direct effect magnitude confirms that maturity duration contributed minimally to yield when isolated from correlated traits. The comparatively large negative indirect effec
136,Normal,0.0,0.0,0.0,4.2.6.3. Plant height (cm)
137,Normal,0.0,0.0,0.0,"Plant height displayed a negative direct effect (-0.06319) on grain yield, yet its overall association with yield was positively influenced primarily through number of branches (0."
138,Normal,0.0,0.0,0.0,"Negative indirect effects were observed through seed breadth (-0.02176), seed thickness (-0.00609), days to 50 per cent flowering (-0.00371), seed weight (-0.00292), and days to ma"
139,Normal,0.0,0.0,0.0,4.2.6.4. Number of branches per plant
140,Normal,0.0,0.0,0.0,Number of branches per plant recorded a relatively high positive direct effect (0.24225) on grain yield. Favourable indirect contributions were transmitted through number of seeds 
141,Normal,0.0,0.0,0.0,"The substantial positive direct path confirms that branching ability itself directly elevates grain yield, presumably by increasing the number of reproductive sites available for p"
142,Normal,0.0,0.0,0.0,4.2.6.5. Seed length (mm)
143,Normal (Web),0.0,0.0,0.0,"Seed length carried a comparatively large negative direct effect (-0.24285) on grain yield. Despite this unfavourable direct contribution, a positive indirect effect was expressed "
144,Normal,0.0,0.0,0.0,"The negative direct path demonstrates that increased seed length, when decoupled from other traits, was detrimental to aggregate grain yield in this germplasm. The strong positive "
145,Normal,0.0,0.0,0.0,4.2.6.6. Seed breadth (mm)
146,Normal (Web),0.0,0.0,0.0,"Among seed dimensional characters, seed breadth produced the highest positive direct effect (0.24598) on grain yield. Favourable indirect influences were also expressed through num"
147,Normal,0.0,0.0,0.0,"The positive direct path indicates that wider seeds contributed favourably to grain yield in the present material, possibly by supporting greater seed biomass per unit. Seed breadt"
148,Normal,0.0,0.0,0.0,4.2.6.7. Seed thickness (mm)
149,Normal (Web),0.0,0.0,0.0,"Seed thickness exerted a negative direct influence (-0.08011) on grain yield, partially compensated by positive indirect effects through seed breadth (0.08618), number of branches "
150,Normal (Web),0.0,0.0,0.0,The negative direct effect confirms that thicker seeds did not independently enhance grain yield once other traits were held constant. The positive indirect effect via seed breadth
151,Normal,0.0,0.0,0.0,4.2.6.8. Seed weight (g)
152,Normal,0.0,0.0,0.0,"Seed weight displayed a negative direct path (-0.04778) towards grain yield. The strongest favourable indirect contribution was mediated through number of seeds per pod (0.07964), "
153,Normal,0.0,0.0,0.0,The negative direct effect indicates that heavier individual seeds did not directly increase total grain yield when yield component traits were accounted for. Carvalho et al. (2017
154,Normal,0.0,0.0,0.0,4.2.6.9. Pod length (cm)
155,Normal,0.0,0.0,0.0,Pod length registered a positive direct effect of 0.05192 on grain yield. Its contribution was further reinforced by favourable indirect effects through number of branches (0.06009
156,Normal,0.0,0.0,0.0,"Manggoel et al. (2012), Aliyu et al. (2016), Chaudhary et al. (2020), and Kavyashree et al. (2023) each documented positive direct pod length effects on cowpea seed yield. The posi"
157,Normal,0.0,0.0,0.0,4.2.6.10. Number of pods per plant
158,Normal,0.0,0.0,0.0,Number of pods per plant contributed positively to grain yield through a direct effect of 0.13620. A nearly comparable indirect effect was mediated through number of branches (0.12
159,Normal,0.0,0.0,0.0,"Negative indirect effects were confined to seed length (-0.05041), seed weight (-0.00652), and plant height (-0.00312). The positive direct path confirms that pod number itself dir"
160,Normal,0.0,0.0,0.0,4.2.6.11. Number of seeds per pod
161,Normal,0.0,0.0,0.0,"Of all component characters examined, number of seeds per pod exhibited the highest positive direct effect (0.57965) on grain yield. Its favourable influence was supplemented by po"
162,Normal,0.0,0.0,0.0,"Negative indirect contributions through seed weight (-0.00657), days to 50 per cent flowering (-0.00290), days to maturity (-0.00164), and plant height (-0.00112) were comparativel"
163,Normal,0.0,0.0,0.0,"The residual effect of 0.66 indicated that the characters included in the path model collectively explained approximately 56.44 per cent of grain yield variation, while the remaini"
164,Normal,0.0,0.0,0.0,4.3. To study the seed morphometric and quality traits of cowpea genotypes.
165,List Paragraph,0.0,0.0,0.0,"Seed morphological and quality attributes of all 107 cowpea genotypes were documented with respect to seed size, shape, and colour (Table 14). From this broader panel, the ten high"
166,pdq2pg_selectionanchorcontainer,0.0,0.0,0.0,"4.3.1. Seed shape, size and color of cowpea genotypes"
167,Normal (Web),0.0,0.0,0.0,4.3.2. Germination percentage and seedling vigour of ten selected cowpea genotypes
170,Normal (Web),0.0,0.0,0.0,4.3.2. Germination percentage and seedling vigour of ten selected cowpea genotypes
171,pdq2pg_selectionanchorcontainer,0.0,0.0,0.0,"Because seed quality and rapid, uniform seedling establishment strongly influence field stand and subsequent crop productivity, ten elite cowpea genotypes along with check cultivar"
172,pdq2pg_selectionanchorcontainer,0.0,0.0,0.0,"Considerable variation was observed among the cowpea genotypes for germination percentage, seedling vigour and grain yield (Table 15). The germination percentage ranged from 87.50 "
173,Normal (Web),0.0,0.0,0.0,"Among the genotypes evaluated, V-16 recorded the highest grain yield (1891.22 kg/ha) along with 97.30 per cent germination and a seedling vigour index of 2732.24. EC-458480 was the"
174,Normal (Web),0.0,0.0,0.0,"IC-2591054 and EC-458418 also recorded relatively high grain yields of 1640.44 kg/ha and 1633.63 kg/ha respectively, with germination percentages of 89.50 per cent and 91.80 per ce"
175,List Paragraph,0.0,0.0,0.0,"Among check cultivars, KBC-2 achieved the highest seedling vigour index (3054.03), while KBC-9 recorded a comparatively high germination percentage (94.30%). Their grain yields wer"
194,Normal,0.0,0.0,0.0,V. SUMMARY AND CONCLUSION
195,Normal,0.0,0.0,0.0,"This investigation was designed to quantify genetic variability and diversity within cowpea (Vigna unguiculata L. Walp.) germplasm, elucidate associations among component traits an"
196,Normal,0.0,0.0,0.0,"Analysis of variance revealed significant genotypic differences for all characters studied, confirming adequate variability in the experimental material. The magnitude of variation"
197,Normal,0.0,0.0,0.0,"Plant height registered high GCV and PCV (21.08% and 21.12%) together with high heritability (99.64%) and GAM (43.41%), indicating strong selection potential. Number of branches pe"
198,Normal,0.0,0.0,0.0,"Days to 50 per cent flowering, seed thickness, seed weight, pod length, number of pods per plant, and number of seeds per pod displayed moderate GCV alongside high heritability and"
199,Normal,0.0,0.0,0.0,"Principal component analysis identified five components with eigenvalues exceeding unity, jointly accounting for 69.05 per cent of total variation. PC1 explained 20.26 per cent and"
200,Normal,0.0,0.0,0.0,"Mahalanobis D² analysis grouped the 107 genotypes into five clusters: Cluster II (48 genotypes), Cluster III (44), Cluster V (10), Cluster I (3), and Cluster IV (2). Inter-cluster "
201,pdq2pg_selectionanchorcontainer,0.0,0.0,0.0,"Cluster means revealed substantial inter-group differences. Cluster V recorded the highest means for plant height (77.06 cm), number of branches (11.32), seed weight (12.82 g), num"
202,Normal (Web),0.0,0.0,0.0,"Relative contributions to genetic divergence were led by seed thickness (15.28%), followed by number of seeds per pod (11.85%), grain yield per hectare (11.52%), days to physiologi"
203,Normal,0.0,0.0,0.0,"Correlation analysis revealed that grain yield per hectare was positively and significantly associated with number of seeds per pod (0.659*), number of pods per plant (0.299), and "
204,Normal,0.0,0.0,0.0,Path coefficient analysis clarified individual trait contributions to grain yield. NSPP recorded the highest positive direct effect (0.57965). Positive direct effects were also obs
205,Normal,0.0,0.0,0.0,"Considerable variation was also observed for seed morphological characters. Genotypes differed widely in seed colour, including cream, brown, black, reddish brown, purplish brown, "
206,Normal,0.0,0.0,0.0,Seed quality evaluation among selected genotypes and checks revealed notable differences. V-16 recorded the highest germination percentage (97.3%). EC-458480 achieved the highest s
207,Normal,0.0,0.0,0.0,"Overall, the present investigation demonstrates substantial useful variability and diversity within the evaluated cowpea germplasm. Number of seeds per pod emerged as the most crit"
208,Normal,0.0,0.0,0.0,Number of branches per plant and number of pods per plant were also positively associated with yield and merit consideration during genotype selection. Diversity revealed through M
209,Normal,0.0,0.0,0.0,Future line of work
210,Normal,0.0,0.0,0.0,"Based on the findings of the present investigation, the following future line of work is suggested:"
211,Normal,0.0,0.0,0.0,Promising genotypes identified in the present study may be evaluated over different seasons and locations to confirm their performance and adaptability under varying environmental 
212,Normal,0.0,0.0,0.0,"Genotypes belonging to highly divergent clusters, particularly those showing desirable agronomic performance, may be utilized as parents in hybridization programmes for generating "
213,Normal,0.0,0.0,0.0,"Promising genotypes combining high yield with desirable seed morphology, germination and seedling vigour may be further evaluated for their potential use in cowpea improvement prog"
